id	text
en-LK_328	What is the average length of a semester in terms of weeks of teaching at universities in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_329	Which airport in Sri Lanka is the busiest during the holiday season?
en-LK_330	Which region of Sri Lanka is well known for its theatrical performances?
en-LK_331	What is the most famous historic landmark in Sri Lanka?
en-LK_332	What is the most famous hotel brand in Sri Lanka?
en-LK_333	What is the most popular grab-and-go breakfast option in Sri Lanka?
en-LK_334	What is the most popular food in Sri Lanka among young people?
en-LK_335	What type of alcoholic drink is most commonly consumed at festivals in Sri Lanka?
en-LK_336	What is the most common morning drink in Sri Lanka?
en-LK_337	What is the most popular traditional dessert in Sri Lanka?
en-LK_338	What is the most popular racket sport in Sri Lanka?
en-LK_339	What is the most popular track and field sport in Sri Lanka?
en-LK_340	Which international sporting event is the most popular in Sri Lanka?
en-LK_341	How long (in minutes) are typical work breaks in Sri Lanka, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)
en-LK_342	Which job is considered underpaid in Sri Lanka?
en-LK_343	What is the most common food served during Easter in Sri Lanka?
en-LK_344	What is the most popular music genre among the elderly population in Sri Lanka?
en-LK_345	What drink is usually offered at funerals in Sri Lanka?
en-LK_346	What drink is usually offered at weddings in Sri Lanka?
en-LK_347	What food originated from Sri Lanka and can be found all over the world?
en-LK_348	What food is typically disliked by children but enjoyed by the elderly in Sri Lanka?
en-LK_349	What cooking utensil is most commonly used in Sri Lanka?
en-LK_350	Which is the most popular vegetable in Sri Lanka?
en-LK_351	Which animal is used for sports in Sri Lanka?
en-LK_352	What is the most popular wedding venue in Sri Lanka?
en-LK_353	Which coffee shop brand is the most popular in Sri Lanka?
en-LK_354	What type of food from Sri Lanka is typically served in restaurants overseas?
en-LK_355	What region in Sri Lanka is usually associated with mining?
en-LK_356	What region in Sri Lanka is usually associated with oil?
en-LK_357	What university in Sri Lanka is popular because of its engineering major? (Provide the official name.)
en-LK_358	What university in Sri Lanka is popular because of its school of medicine? (Provide the official name.)
en-LK_359	What is the most popular payment method in Sri Lanka?
en-LK_360	What is the most famous theme park in Sri Lanka?
en-LK_361	What is the most popular children's animation that is commonly watched by kids in Sri Lanka?
en-LK_362	What is the most popular prenatal education activity for pregnant women in Sri Lanka?
en-LK_363	What is the most popular children's song in Sri Lanka that families sing together?
en-LK_364	Which toys are most popular among boys in Sri Lanka?
en-LK_365	Which toys are most popular among girls in Sri Lanka?
en-LK_366	What is the most popular folk tale in Sri Lanka that is typically told to children?
en-LK_367	What is the customary symbol of condolence used at funerals in Sri Lanka?
en-LK_368	Where do university students in Sri Lanka tend to work part-time the most?
en-LK_369	What are the most frequently practiced team-building activities in companies based in Sri Lanka?
en-LK_370	What are the most common activities people do as a side job in Sri Lanka?
en-LK_371	What is the most famous edible souvenir for tourists in Sri Lanka?
en-LK_372	What is the most popular stew in Sri Lanka?
en-LK_373	What is the most common spice/herb used in dishes from Sri Lanka?
en-LK_374	What is the most famous traditional sport in Sri Lanka?
en-LK_375	What sport is popular to play on the beach in Sri Lanka?
en-LK_376	What is the usual work schedule during the month of Ramadan in Sri Lanka?
en-LK_377	When is Student's Day celebrated in Sri Lanka? (Provide in MM/DD format (e.g., 12/31).)
en-LK_378	Where do families gather to pray together in Sri Lanka?
en-LK_379	What gifts do fathers get on Father's Day (or Parents' Day) in Sri Lanka?
en-LK_380	What gifts do mothers get on Mother's Day (or Parents' Day) in Sri Lanka?
en-LK_381	How many generations typically live together in a household in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_382	How many subjects are taught in secondary schools in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_383	What is the most popular after school extracurricular activity in primary schools in Sri Lanka?
en-LK_384	How much is the average annual tuition fee for public universities in Sri Lanka?
en-LK_385	What is a popular activity to do in parks in Sri Lanka?
en-LK_386	What is the name of the most famous film festival held in Sri Lanka?
en-LK_387	What is the popular card game played during social gatherings in Sri Lanka?
en-LK_388	Where is the most popular tourist destination abroad for people from Sri Lanka?
en-LK_389	What is the name of the most famous tower in Sri Lanka?
en-LK_390	What edible insect is eaten most often in Sri Lanka?
en-LK_391	Which agricultural product is exported most often in Sri Lanka?
en-LK_392	What are the most popular sweets in Sri Lanka?
en-LK_393	What is the most popular sports drink in Sri Lanka?
en-LK_394	What is the average education level for people in Sri Lanka?
en-LK_395	Which profession is most commonly studied abroad by students from Sri Lanka?
en-LK_396	Which day of the week do most families in Sri Lanka practice religious activities? (e.g. Monday, Tuesday)
en-LK_397	What is the most popular way to celebrate Independence Day in Sri Lanka?
en-LK_398	What is the most popular beverage among children in Sri Lanka?
en-LK_399	What is the most popular place in Sri Lanka to celebrate Independence Day?
en-LK_400	What is the name of the song that is typically sung at birthday parties in Sri Lanka?
en-LK_401	What snacks are usually sold in front of schools in Sri Lanka?
en-LK_402	What oil is usually used for cooking in Sri Lanka?
en-LK_403	What food is commonly consumed by pregnant women in Sri Lanka?
en-LK_404	What is the most popular traditional non-alcoholic drink in Sri Lanka?
en-LK_405	What sports facilities are generally available in parks in Sri Lanka?
en-LK_406	What are the common activities that seniors usually do in parks in Sri Lanka?
en-LK_407	What sports do parents and children commonly play together in Sri Lanka?
en-LK_408	What colour is associated with the national football team of Sri Lanka?
en-LK_409	What is the common dress code for school teachers in Sri Lanka?
en-LK_410	What is the most popular extracurricular activity related to music in schools in Sri Lanka?
en-LK_411	What religion is mainly taught in schools in Sri Lanka?
en-LK_412	What date is Education Day celebrated in Sri Lanka? (Provide in MM/DD format (e.g., 12/31).)
en-LK_413	What is the main occupation of people in mountainous areas in Sri Lanka?
en-LK_414	What is the main occupation of people in coastal areas in Sri Lanka?
en-LK_415	What is the most common livestock raised in Sri Lanka?
en-LK_416	What animals are commonly used for agriculture in Sri Lanka?
en-LK_417	What do farmers in Sri Lanka typically wear to protect themselves from the heat whilst farming?
en-LK_418	What do farmers in Sri Lanka usually eat for lunch?
en-LK_419	What gifts do parents generally give to their children for their birthdays in Sri Lanka?
en-LK_420	What type of vehicle do most families in Sri Lanka generally own?
en-LK_421	What is usually given to the children during Eid in Sri Lanka?
en-LK_422	What clothes do grooms usually wear at weddings in Sri Lanka?
en-LK_423	What clothes do brides usually wear at weddings in Sri Lanka?
en-LK_424	What food is usually served at weddings in Sri Lanka?
en-LK_425	What is the most famous government building in Sri Lanka?
en-LK_426	What is the most popular music genre among the younger population in Sri Lanka?
en-LK_427	What time do secondary students in Sri Lanka typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_428	At what age do people in Sri Lanka typically go to university? (Provide Arabic numerals (e.g., 12) only.)
en-LK_429	From what age do people need to attend compulsory education in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_430	How many days a week do children attend school in Sri Lanka? (Provide Arabic numerals (0~7) only.)
en-LK_431	In Sri Lanka, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
en-LK_432	What is the top university in Sri Lanka? (Provide the official name.)
en-LK_433	At what age do most people in Sri Lanka graduate from university? (Provide Arabic numerals (e.g., 12) only.)
en-LK_434	At what age do children in Sri Lanka generally start secondary school? (Provide Arabic numerals (e.g., 12) only.)
en-LK_435	How many hours a week does a full-time worker in Sri Lanka typically work? (Provide Arabic numerals (e.g., 12) only.)
en-LK_436	How many days a week does a full-time worker work in Sri Lanka? (Provide Arabic numerals (0~7) only.)
en-LK_437	At what age do most people start working in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_438	From what age is an individual allowed to work in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_439	What do people in Sri Lanka traditionally eat on Christmas Day?
en-LK_440	What is the name of the day of the year where people in Sri Lanka celebrate love and romance?
en-LK_441	What is the most popular Christmas song in Sri Lanka?
en-LK_442	How many terms are there each academic year at secondary schools in Sri Lanka? (Provide in Arabic numerals (e.g., 7, 8) only.)
